user_id,question_id,answer
1756939125,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания
1756939125,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
1756939125,Есть ли возможность получить помощь при работе над проектом?,Иногда
1756939125,Как вы оцениваете уровень межкультурного взаимодействия?,Низкий
1756939125,Хотели бы вы участвовать в проектах с международными вузами?,Нет
1756939125,Какой формат проектного обучения наиболее удобен?,Только с иностранцами
1756939125,Какие меры поддержки наиболее полезны?,
1756939125,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
1756939125,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
1865964536,Страна,Казахстан
1865964536,Институт,УГИ
1865964536,Направление,Интеллектуальные системы в гуманитарной сфере
1865964536,Уровень,бакалавр
1865964536,Возраст,20
1865964536,Какой у вас уровень владения русским языком?,Свободно
1865964536,На каком языке чаще всего проводятся проектные занятия?,Только на русском
1865964536,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
1865964536,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания; Сложности с ролями; Нет поддержки от преподавателя
1865964536,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
1865964536,Есть ли возможность получить помощь при работе над проектом?,Иногда
1865964536,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
1865964536,Хотели бы вы участвовать в проектах с международными вузами?,Да
1865964536,Какой формат проектного обучения наиболее удобен?,Групповой
1865964536,Какие меры поддержки наиболее полезны?,Наставник; Часть работы на английском; Культурные брифинги
1865964536,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Презентации с поддержкой технологий искусственного интеллекта; Переводчики; Грамматические корректоры
1865964536,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
1969104273,Страна,Иордания
1969104273,Институт,Я сейчас не учусь ни в каком университете.
2011221400,Страна,Италия
2011221400,Институт,РУДН
2011221400,Направление,Международные отношения
2011221400,Уровень,аспирант
2011221400,Возраст,26
2011221400,Какой у вас уровень владения русским языком?,Свободно
2011221400,На каком языке чаще всего проводятся проектные занятия?,Только на русском
2011221400,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
2011221400,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер
2011221400,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
2011221400,Есть ли возможность получить помощь при работе над проектом?,Иногда
2011221400,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
2011221400,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
2011221400,Какой формат проектного обучения наиболее удобен?,Индивидуальный
2011221400,Какие меры поддержки наиболее полезны?,Наставник
2011221400,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
2011221400,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
2105478078,Страна,Замбия
2105478078,Институт,ИНЭУ
2105478078,Направление,Экономика
2105478078,Уровень,бакалавр
2105478078,Возраст,23
2105478078,Какой у вас уровень владения русским языком?,Свободно
2105478078,На каком языке чаще всего проводятся проектные занятия?,Только на английском
2105478078,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
2105478078,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания; Разные стили работы; Языковой барьер
2105478078,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
2105478078,Есть ли возможность получить помощь при работе над проектом?,Иногда
2105478078,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
2105478078,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
2105478078,Какой формат проектного обучения наиболее удобен?,Только с иностранцами
2105478078,Какие меры поддержки наиболее полезны?,Языковые воркшопы
2105478078,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Ассистенты для текстов
2105478078,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
5003937429,Страна,Иран
5003937429,Институт,УГИ
5003937429,Направление,Психология
5003937429,Уровень,аспирант
5003937429,Возраст,43
5003937429,Какой у вас уровень владения русским языком?,Базовый
5003937429,На каком языке чаще всего проводятся проектные занятия?,Смешанно
5003937429,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5003937429,С какими трудностями вы чаще всего сталкиваетесь?,Другое
5003937429,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5003937429,Есть ли возможность получить помощь при работе над проектом?,Иногда
5003937429,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5003937429,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
5003937429,Какой формат проектного обучения наиболее удобен?,Групповой
5003937429,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Часть работы на английском; Другое
5003937429,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Ассистенты для текстов; Грамматические корректоры; Другое
5003937429,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
5043413186,Страна,Того
5043413186,Институт,УГИ
5043413186,Направление,Международные отношения
5043413186,Уровень,аспирант
5043413186,Возраст,34
5043413186,Какой у вас уровень владения русским языком?,Базовый
5043413186,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5043413186,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5043413186,С какими трудностями вы чаще всего сталкиваетесь?,Разные стили работы; Нет поддержки от преподавателя
5043413186,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5043413186,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
5043413186,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
5043413186,Хотели бы вы участвовать в проектах с международными вузами?,Да
5043413186,Какой формат проектного обучения наиболее удобен?,Групповой
5043413186,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Культурные брифинги; Чёткие rubrics; Наставник
5043413186,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Презентации с поддержкой технологий искусственного интеллекта; Грамматические корректоры
5043413186,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
5088206163,Страна,Габон
5088206163,Институт,ИРИТ-РТФ
5088206163,Направление,Информатика и вычислительная техника
5088206163,Уровень,бакалавр
5088206163,Возраст,22
5088206163,Какой у вас уровень владения русским языком?,Свободно
5088206163,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5088206163,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5088206163,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Разные стили работы; Сложности с ролями
5088206163,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
5088206163,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
5088206163,Как вы оцениваете уровень межкультурного взаимодействия?,Не замечаю
5088206163,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
5088206163,Какой формат проектного обучения наиболее удобен?,Групповой
5088206163,Какие меры поддержки наиболее полезны?,Культурные брифинги; Языковые воркшопы; Наставник
5088206163,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Грамматические корректоры
5088206163,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
5215990602,Страна,Египет
5215990602,Институт,ИРИТ-РТФ
5215990602,Направление,Информатика и вычислительная техника
5215990602,Уровень,бакалавр
5215990602,Возраст,24
5215990602,Какой у вас уровень владения русским языком?,Базовый
5215990602,На каком языке чаще всего проводятся проектные занятия?,Смешанно
5215990602,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5215990602,С какими трудностями вы чаще всего сталкиваетесь?,
5215990602,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5215990602,Есть ли возможность получить помощь при работе над проектом?,Не знаю
5215990602,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5215990602,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
5215990602,Какой формат проектного обучения наиболее удобен?,Групповой
5215990602,Какие меры поддержки наиболее полезны?,
5215990602,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Ассистенты для текстов
5215990602,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Нет
5236397252,Страна,Россия
5236397252,Институт,"УрГЮУ, институт прокуратуры"
5236397252,Направление,40.05.04 «Судебная и прокурорская деятельность»
5236397252,Уровень,специалист
5236397252,Возраст,20
5236397252,Какой у вас уровень владения русским языком?,Свободно
5236397252,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5236397252,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5236397252,С какими трудностями вы чаще всего сталкиваетесь?,Разные стили работы
5236397252,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5236397252,Есть ли возможность получить помощь при работе над проектом?,Нет
5236397252,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5236397252,Хотели бы вы участвовать в проектах с международными вузами?,Да
5236397252,Какой формат проектного обучения наиболее удобен?,Междисциплинарный модуль
5236397252,Какие меры поддержки наиболее полезны?,Культурные брифинги; Наставник; Часть работы на английском
5236397252,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
5236397252,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
5298542556,Страна,Египет
5367354118,Страна,Казахстан
5367354118,Институт,ИНМТ
5367354118,Направление,проектирование технологических машин и комплексов
5367354118,Уровень,специалист
5367354118,Возраст,20
5367354118,Какой у вас уровень владения русским языком?,Свободно
5367354118,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5367354118,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
5367354118,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания
5367354118,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5367354118,Есть ли возможность получить помощь при работе над проектом?,Иногда
5367354118,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
5367354118,Хотели бы вы участвовать в проектах с международными вузами?,Да
5367354118,Какой формат проектного обучения наиболее удобен?,Индивидуальный
5367354118,Какие меры поддержки наиболее полезны?,Наставник; Чёткие rubrics
5367354118,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
5367354118,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
5648226046,Страна,Китай
5648226046,Институт,语言学院
5648226046,Направление,педогогия
5648226046,Уровень,магистр
5648226046,Возраст,23
5648226046,Какой у вас уровень владения русским языком?,Базовый
5648226046,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5648226046,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5648226046,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер
5648226046,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5648226046,Есть ли возможность получить помощь при работе над проектом?,Иногда
5648226046,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5648226046,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
5648226046,Какой формат проектного обучения наиболее удобен?,Групповой
5648226046,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Наставник; Чёткие rubrics
5648226046,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
5648226046,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
5779549740,Страна,Казахстан
5779549740,Институт,УГИ
5779549740,Направление,Психология
5779549740,Уровень,аспирант
5779549740,Возраст,26
5779549740,Какой у вас уровень владения русским языком?,Свободно
5779549740,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5779549740,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
5779549740,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания; Сложности с ролями
5779549740,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5779549740,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
5779549740,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5779549740,Хотели бы вы участвовать в проектах с международными вузами?,Да
5779549740,Какой формат проектного обучения наиболее удобен?,Групповой
5779549740,Какие меры поддержки наиболее полезны?,Культурные брифинги; Наставник; Чёткие rubrics
5779549740,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Ассистенты для текстов; Грамматические корректоры
5779549740,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
5784666923,Страна,Египет
5784666923,Институт,ИРИТ-РТФ
5784666923,Направление,Алгоритмы искусственный интеллект
5784666923,Уровень,бакалавр
5784666923,Возраст,20
5784666923,Какой у вас уровень владения русским языком?,Базовый
5784666923,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5784666923,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5784666923,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания
5784666923,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5784666923,Есть ли возможность получить помощь при работе над проектом?,Нет
5784666923,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5784666923,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
5784666923,Какой формат проектного обучения наиболее удобен?,Групповой
5784666923,Какие меры поддержки наиболее полезны?,Другое
5784666923,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Презентации с поддержкой технологий искусственного интеллекта
5784666923,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
5795656762,Страна,Марокко
5795656762,Институт,ИРИТ-РТФ
5795656762,Направление,Программная инженерия
5795656762,Уровень,бакалавр
5795656762,Возраст,26
5795656762,Какой у вас уровень владения русским языком?,Свободно
5795656762,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5795656762,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Редко
5795656762,С какими трудностями вы чаще всего сталкиваетесь?,Нет поддержки от преподавателя; Разные стили работы
5795656762,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5795656762,Есть ли возможность получить помощь при работе над проектом?,Иногда
5795656762,Как вы оцениваете уровень межкультурного взаимодействия?,Не замечаю
5795656762,Хотели бы вы участвовать в проектах с международными вузами?,Да
5795656762,Какой формат проектного обучения наиболее удобен?,Групповой
5795656762,Какие меры поддержки наиболее полезны?,Наставник; Культурные брифинги
5795656762,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Грамматические корректоры; Другое
5795656762,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
5822726610,Страна,Индонезия
5822726610,Институт,ХТИ
5822726610,Направление,Химическая технология
5822726610,Уровень,бакалавр
5822726610,Возраст,21
5822726610,Какой у вас уровень владения русским языком?,Свободно
5822726610,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5822726610,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5822726610,С какими трудностями вы чаще всего сталкиваетесь?,Сложности с ролями
5822726610,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
5822726610,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
5822726610,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5822726610,Хотели бы вы участвовать в проектах с международными вузами?,Да
5822726610,Какой формат проектного обучения наиболее удобен?,Только с иностранцами
5822726610,Какие меры поддержки наиболее полезны?,Часть работы на английском
5822726610,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Грамматические корректоры
5822726610,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
5895412257,Страна,Казахстан
5895412257,Институт,ИНМТ
5895412257,Направление,Стандартизация и метрология
5895412257,Уровень,бакалавр
5895412257,Возраст,21
5895412257,Какой у вас уровень владения русским языком?,Свободно
5895412257,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5895412257,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
5895412257,С какими трудностями вы чаще всего сталкиваетесь?,Другое
5895412257,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5895412257,Есть ли возможность получить помощь при работе над проектом?,Иногда
5895412257,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5895412257,Хотели бы вы участвовать в проектах с международными вузами?,Да
5895412257,Какой формат проектного обучения наиболее удобен?,Групповой
5895412257,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Культурные брифинги
5895412257,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Не использую
5895412257,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
5915839017,Страна,Египет
5915839017,Институт,ИНМТ
5915839017,Направление,Мехатроника и робототехника
5915839017,Уровень,бакалавр
5915839017,Возраст,22
5915839017,Какой у вас уровень владения русским языком?,Базовый
5915839017,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5915839017,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
5915839017,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Непонимание задания
5915839017,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5915839017,Есть ли возможность получить помощь при работе над проектом?,Иногда
5915839017,Как вы оцениваете уровень межкультурного взаимодействия?,Низкий
5915839017,Хотели бы вы участвовать в проектах с международными вузами?,Да
5915839017,Какой формат проектного обучения наиболее удобен?,Междисциплинарный модуль
5915839017,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Чёткие rubrics; Часть работы на английском
5915839017,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Грамматические корректоры; Ассистенты для текстов
5915839017,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
5923463959,Страна,Монголия
5923463959,Институт,УГИ
5923463959,Направление,Международные отношения
5923463959,Уровень,бакалавр
5923463959,Возраст,22
5923463959,Какой у вас уровень владения русским языком?,Свободно
5923463959,На каком языке чаще всего проводятся проектные занятия?,Только на русском
5923463959,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Нет
5923463959,С какими трудностями вы чаще всего сталкиваетесь?,Разные стили работы; Языковой барьер; Другое
5923463959,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
5923463959,Есть ли возможность получить помощь при работе над проектом?,Иногда
5923463959,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5923463959,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
5923463959,Какой формат проектного обучения наиболее удобен?,Индивидуальный
5923463959,Какие меры поддержки наиболее полезны?,Другое; Языковые воркшопы
5923463959,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
5923463959,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
5996774147,Страна,Китай
5996774147,Институт,УГИ
5996774147,Направление,Психология
5996774147,Уровень,аспирант
5996774147,Возраст,27
5996774147,Какой у вас уровень владения русским языком?,Очень слабый
5996774147,На каком языке чаще всего проводятся проектные занятия?,Смешанно
5996774147,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
5996774147,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Разные стили работы
5996774147,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
5996774147,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
5996774147,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
5996774147,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
5996774147,Какой формат проектного обучения наиболее удобен?,Групповой
5996774147,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Чёткие rubrics; Часть работы на английском
5996774147,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Ассистенты для текстов
5996774147,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
6001577026,Страна,Казахстан
6001577026,Институт,ИСА
6001577026,Направление,Строительство
6001577026,Уровень,магистр
6001577026,Возраст,32
6001577026,Какой у вас уровень владения русским языком?,Свободно
6001577026,На каком языке чаще всего проводятся проектные занятия?,Только на русском
6001577026,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
6001577026,С какими трудностями вы чаще всего сталкиваетесь?,Разные стили работы
6001577026,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
6001577026,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
6001577026,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
6001577026,Хотели бы вы участвовать в проектах с международными вузами?,Да
6001577026,Какой формат проектного обучения наиболее удобен?,Групповой
6001577026,Какие меры поддержки наиболее полезны?,Языковые воркшопы; Наставник
6001577026,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Ассистенты для текстов; Переводчики; Грамматические корректоры
6001577026,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
6044695411,Страна,Таджикистан
6044695411,Институт,ИНМТ
6044695411,Направление,Машиностроение
6044695411,Уровень,бакалавр
6044695411,Возраст,21
6044695411,Какой у вас уровень владения русским языком?,Базовый
6044695411,На каком языке чаще всего проводятся проектные занятия?,Только на русском
6044695411,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
6044695411,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер; Непонимание задания; Другое
6044695411,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
6044695411,Есть ли возможность получить помощь при работе над проектом?,Иногда
6044695411,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
6044695411,Хотели бы вы участвовать в проектах с международными вузами?,Возможно
6044695411,Какой формат проектного обучения наиболее удобен?,Групповой
6044695411,Какие меры поддержки наиболее полезны?,Наставник; Другое
6044695411,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Другое
6044695411,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
6065174664,Страна,Гвинея
6065174664,Институт,ИЕНиМ
6065174664,Направление,Биохимия
6065174664,Уровень,бакалавр
6065174664,Возраст,24
6065174664,Какой у вас уровень владения русским языком?,Базовый
6065174664,На каком языке чаще всего проводятся проектные занятия?,Только на русском
6065174664,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Нет
6065174664,С какими трудностями вы чаще всего сталкиваетесь?,Разные стили работы; Другое
6065174664,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
6065174664,Есть ли возможность получить помощь при работе над проектом?,Нет
6065174664,Как вы оцениваете уровень межкультурного взаимодействия?,Умеренный
6065174664,Хотели бы вы участвовать в проектах с международными вузами?,Да
6065174664,Какой формат проектного обучения наиболее удобен?,Групповой
6065174664,Какие меры поддержки наиболее полезны?,Культурные брифинги
6065174664,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики
6065174664,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,"Да, значительно помогают"
6156370161,Страна,Иордания
6156370161,Институт,ТГУ
6156370161,Направление,Стоматология
6156370161,Уровень,бакалавр
6156370161,Возраст,22
6156370161,Какой у вас уровень владения русским языком?,Базовый
6156370161,На каком языке чаще всего проводятся проектные занятия?,Только на русском
6156370161,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
6165693256,Страна,Китай
6165693256,Институт,Го
6165693256,Направление,Го
6165693256,Уровень,бакалавр
6165693256,Возраст,19
6165693256,Какой у вас уровень владения русским языком?,Не владею
6165693256,На каком языке чаще всего проводятся проектные занятия?,На другом языке
6165693256,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Нет
6165693256,С какими трудностями вы чаще всего сталкиваетесь?,
6165693256,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Никогда
6165693256,Есть ли возможность получить помощь при работе над проектом?,Не знаю
6165693256,Как вы оцениваете уровень межкультурного взаимодействия?,Не замечаю
6165693256,Хотели бы вы участвовать в проектах с международными вузами?,Не знаю
6165693256,Какой формат проектного обучения наиболее удобен?,Междисциплинарный модуль
6165693256,Какие меры поддержки наиболее полезны?,
6165693256,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,
6165693256,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Нет
6245992309,Страна,Китай
6245992309,Институт,ИМФК
6245992309,Направление,Русский язык
6245992309,Уровень,магистр
6245992309,Возраст,27
6245992309,Какой у вас уровень владения русским языком?,Базовый
6245992309,На каком языке чаще всего проводятся проектные занятия?,Только на русском
6245992309,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,"Да, всегда"
6245992309,С какими трудностями вы чаще всего сталкиваетесь?,Непонимание задания
6245992309,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
6245992309,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
6245992309,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
6245992309,Хотели бы вы участвовать в проектах с международными вузами?,Да
6245992309,Какой формат проектного обучения наиболее удобен?,Групповой
6245992309,Какие меры поддержки наиболее полезны?,Языковые воркшопы
6245992309,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,Переводчики; Не использую
6245992309,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Отчасти
6342230552,Страна,Китай
6342230552,Институт,УГИ
6342230552,Направление,Дизайн
6342230552,Уровень,бакалавр
6342230552,Возраст,20
6342230552,Какой у вас уровень владения русским языком?,Свободно
6342230552,На каком языке чаще всего проводятся проектные занятия?,Смешанно
6342230552,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
6342230552,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер
6342230552,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,"Да, всегда"
6342230552,Есть ли возможность получить помощь при работе над проектом?,"Да, всегда"
6342230552,Как вы оцениваете уровень межкультурного взаимодействия?,Очень высокий
6342230552,Хотели бы вы участвовать в проектах с международными вузами?,Да
6342230552,Какой формат проектного обучения наиболее удобен?,Групповой
6342230552,Какие меры поддержки наиболее полезны?,Языковые воркшопы
6342230552,Какие технологии искусственного интеллекта вы используете для поддержки своей проектной работы?,
6342230552,Могут ли технологии искусственного интеллекта помочь вам преодолеть языковые и культурные барьеры в проектном обучении?,Затрудняюсь
6434901459,Страна,Китай
6434901459,Институт,УрГЭУ
6434901459,Направление,Международный менеджер
6434901459,Уровень,бакалавр
6434901459,Возраст,21
6434901459,Какой у вас уровень владения русским языком?,Базовый
6434901459,На каком языке чаще всего проводятся проектные занятия?,Смешанно
6434901459,Чувствуете ли вы себя комфортно при общении в мультикультурной проектной группе?,Иногда
6434901459,С какими трудностями вы чаще всего сталкиваетесь?,Языковой барьер
6434901459,Получаете ли вы чёткие инструкции и критерии оценки для проектов?,Иногда
